,Country ISO3,Country Name,Indicator,Subindicator Type,Year,value,Dataset,Lneding group,Region
4428,HRV,Croatia,Rule of Law,Estimate,1998,-0.36,WDI,IBRD,Europe & Central Asia
4440,HTI,Haiti,Rule of Law,Estimate,1998,-1.31,WDI,IDA,Latin America & Caribbean
4459,HUN,Hungary,Rule of Law,Estimate,1998,0.87,WDI,..,Europe & Central Asia
4478,IDN,Indonesia,Rule of Law,Estimate,1998,-0.78,WDI,IBRD,East Asia & Pacific
4497,IND,India,Rule of Law,Estimate,1998,0.35,WDI,IBRD,South Asia
4509,IRL,Ireland,Rule of Law,Estimate,1998,1.63,WDI,..,Europe & Central Asia
4524,IRN,"Iran, Islamic Rep.",Rule of Law,Estimate,1998,-0.67,WDI,IBRD,Middle East & North Africa
4539,IRQ,Iraq,Rule of Law,Estimate,1998,-1.55,WDI,IBRD,Middle East & North Africa
4550,ISL,Iceland,Rule of Law,Estimate,1998,1.7,WDI,..,Europe & Central Asia
4565,ISR,Israel,Rule of Law,Estimate,1998,1.03,WDI,..,Middle East & North Africa
4580,ITA,Italy,Rule of Law,Estimate,1998,0.83,WDI,..,Europe & Central Asia
4600,JAM,Jamaica,Rule of Law,Estimate,1998,-0.16,WDI,IBRD,Latin America & Caribbean
4620,JOR,Jordan,Rule of Law,Estimate,1998,0.35,WDI,IBRD,Middle East & North Africa
4635,JPN,Japan,Rule of Law,Estimate,1998,1.39,WDI,..,East Asia & Pacific
4655,KAZ,Kazakhstan,Rule of Law,Estimate,1998,-1.07,WDI,IBRD,Europe & Central Asia
4675,KEN,Kenya,Rule of Law,Estimate,1998,-1.05,WDI,Blend,Sub-Saharan Africa
4695,KGZ,Kyrgyz Republic,Rule of Law,Estimate,1998,-0.7,WDI,IDA,Europe & Central Asia
4715,KHM,Cambodia,Rule of Law,Estimate,1998,-1.16,WDI,IDA,East Asia & Pacific
4727,KIR,Kiribati,Rule of Law,Estimate,1998,0.18,WDI,IDA,East Asia & Pacific
4745,KNA,St. Kitts and Nevis,Rule of Law,Estimate,1998,0.42,WDI,IBRD,Latin America & Caribbean
4761,KOR,"Korea, Rep.",Rule of Law,Estimate,1998,0.81,WDI,..,East Asia & Pacific
4788,KWT,Kuwait,Rule of Law,Estimate,1998,0.64,WDI,..,Middle East & North Africa
4803,LAO,Lao PDR,Rule of Law,Estimate,1998,-0.92,WDI,IDA,East Asia & Pacific
4822,LBN,Lebanon,Rule of Law,Estimate,1998,-0.31,WDI,IBRD,Middle East & North Africa
4842,LBR,Liberia,Rule of Law,Estimate,1998,-1.93,WDI,IDA,Sub-Saharan Africa
4850,LBY,Libya,Rule of Law,Estimate,1998,-1.11,WDI,IBRD,Middle East & North Africa
4868,LCA,St. Lucia,Rule of Law,Estimate,1998,0.42,WDI,Blend,Latin America & Caribbean
4871,LIE,Liechtenstein,Rule of Law,Estimate,1998,1.51,WDI,..,Europe & Central Asia
4889,LKA,Sri Lanka,Rule of Law,Estimate,1998,0.1,WDI,IBRD,South Asia
4905,LSO,Lesotho,Rule of Law,Estimate,1998,0.2,WDI,IDA,Sub-Saharan Africa
4920,LTU,Lithuania,Rule of Law,Estimate,1998,0.59,WDI,..,Europe & Central Asia
4931,LUX,Luxembourg,Rule of Law,Estimate,1998,1.81,WDI,..,Europe & Central Asia
4946,LVA,Latvia,Rule of Law,Estimate,1998,0.29,WDI,..,Europe & Central Asia
4949,MAC,"Macao SAR, China",Rule of Law,Estimate,1998,0.22,WDI,..,East Asia & Pacific
4967,MAR,Morocco,Rule of Law,Estimate,1998,0.23,WDI,IBRD,Middle East & North Africa
4970,MCO,Monaco,Rule of Law,Estimate,1998,0.91,WDI,..,Europe & Central Asia
4988,MDA,Moldova,Rule of Law,Estimate,1998,-0.03,WDI,Blend,Europe & Central Asia
5008,MDG,Madagascar,Rule of Law,Estimate,1998,-0.52,WDI,IDA,Sub-Saharan Africa
5020,MDV,Maldives,Rule of Law,Estimate,1998,-0.26,WDI,IDA,South Asia
5038,MEX,Mexico,Rule of Law,Estimate,1998,-0.51,WDI,IBRD,Latin America & Caribbean
5046,MHL,Marshall Islands,Rule of Law,Estimate,1998,-0.23,WDI,IDA,East Asia & Pacific
5064,MKD,"Macedonia, FYR",Rule of Law,Estimate,1998,-0.35,WDI,IBRD,Europe & Central Asia
5080,MLI,Mali,Rule of Law,Estimate,1998,-0.35,WDI,IDA,Sub-Saharan Africa
5091,MLT,Malta,Rule of Law,Estimate,1998,1.3,WDI,..,Middle East & North Africa
5110,MMR,Myanmar,Rule of Law,Estimate,1998,-1.53,WDI,IDA,East Asia & Pacific
5126,MNE,Montenegro,Rule of Law,Estimate,1998,-0.78,WDI,IBRD,Europe & Central Asia
5145,MNG,Mongolia,Rule of Law,Estimate,1998,0.2,WDI,Blend,East Asia & Pacific
5161,MOZ,Mozambique,Rule of Law,Estimate,1998,-0.8,WDI,IDA,Sub-Saharan Africa
5176,MRT,Mauritania,Rule of Law,Estimate,1998,-0.48,WDI,IDA,Sub-Saharan Africa
5191,MUS,Mauritius,Rule of Law,Estimate,1998,1.05,WDI,IBRD,Sub-Saharan Africa
5210,MWI,Malawi,Rule of Law,Estimate,1998,-0.37,WDI,IDA,Sub-Saharan Africa
5230,MYS,Malaysia,Rule of Law,Estimate,1998,0.3,WDI,IBRD,East Asia & Pacific
5246,NAM,Namibia,Rule of Law,Estimate,1998,0.31,WDI,IBRD,Sub-Saharan Africa
5261,NER,Niger,Rule of Law,Estimate,1998,-0.56,WDI,IDA,Sub-Saharan Africa
5279,NGA,Nigeria,Rule of Law,Estimate,1998,-1.26,WDI,Blend,Sub-Saharan Africa
5299,NIC,Nicaragua,Rule of Law,Estimate,1998,-0.65,WDI,IDA,Latin America & Caribbean
5315,NLD,Netherlands,Rule of Law,Estimate,1998,1.79,WDI,..,Europe & Central Asia
5331,NOR,Norway,Rule of Law,Estimate,1998,2,WDI,..,Europe & Central Asia
5351,NPL,Nepal,Rule of Law,Estimate,1998,-0.01,WDI,IDA,South Asia
5354,NRU,Nauru,Rule of Law,Estimate,1998,0.91,WDI,IBRD,East Asia & Pacific
5368,NZL,New Zealand,Rule of Law,Estimate,1998,1.9,WDI,..,East Asia & Pacific
5380,OMN,Oman,Rule of Law,Estimate,1998,0.45,WDI,..,Middle East & North Africa
5398,PAK,Pakistan,Rule of Law,Estimate,1998,-0.76,WDI,Blend,South Asia
5418,PAN,Panama,Rule of Law,Estimate,1998,-0.05,WDI,IBRD,Latin America & Caribbean
5438,PER,Peru,Rule of Law,Estimate,1998,-0.71,WDI,IBRD,Latin America & Caribbean
5458,PHL,Philippines,Rule of Law,Estimate,1998,0.09,WDI,IBRD,East Asia & Pacific
5469,PLW,Palau,Rule of Law,Estimate,1998,0.91,WDI,IBRD,East Asia & Pacific
5484,PNG,Papua New Guinea,Rule of Law,Estimate,1998,-0.57,WDI,Blend,East Asia & Pacific
5503,POL,Poland,Rule of Law,Estimate,1998,0.86,WDI,IBRD,Europe & Central Asia
5514,PRI,Puerto Rico,Rule of Law,Estimate,1998,0.99,WDI,..,Latin America & Caribbean
5517,PRK,"Korea, Dem. People’s Rep.",Rule of Law,Estimate,1998,-1.15,WDI,..,East Asia & Pacific
5531,PRT,Portugal,Rule of Law,Estimate,1998,1.28,WDI,..,Europe & Central Asia
5547,PRY,Paraguay,Rule of Law,Estimate,1998,-0.87,WDI,IBRD,Latin America & Caribbean
5559,PSE,West Bank and Gaza,Rule of Law,Estimate,1998,-0.03,WDI,..,Middle East & North Africa
5570,QAT,Qatar,Rule of Law,Estimate,1998,0.19,WDI,..,Middle East & North Africa
5589,ROU,Romania,Rule of Law,Estimate,1998,-0.11,WDI,IBRD,Europe & Central Asia
5608,RUS,Russian Federation,Rule of Law,Estimate,1998,-0.88,WDI,IBRD,Europe & Central Asia
5624,RWA,Rwanda,Rule of Law,Estimate,1998,-1.35,WDI,IDA,Sub-Saharan Africa
5635,SAU,Saudi Arabia,Rule of Law,Estimate,1998,0.07,WDI,..,Middle East & North Africa
5650,SDN,Sudan,Rule of Law,Estimate,1998,-1.69,WDI,IDA,Sub-Saharan Africa
5669,SEN,Senegal,Rule of Law,Estimate,1998,0,WDI,IDA,Sub-Saharan Africa
5685,SGP,Singapore,Rule of Law,Estimate,1998,1.27,WDI,..,East Asia & Pacific
5701,SLB,Solomon Islands,Rule of Law,Estimate,1998,0.3,WDI,IDA,East Asia & Pacific
5720,SLE,Sierra Leone,Rule of Law,Estimate,1998,-1.11,WDI,IDA,Sub-Saharan Africa
5740,SLV,El Salvador,Rule of Law,Estimate,1998,-0.66,WDI,IBRD,Latin America & Caribbean
5751,SMR,San Marino,Rule of Law,Estimate,1998,0.91,WDI,..,Europe & Central Asia
5761,SOM,Somalia,Rule of Law,Estimate,1998,-2.23,WDI,IDA,Sub-Saharan Africa
5780,SRB,Serbia,Rule of Law,Estimate,1998,-1.26,WDI,IBRD,Europe & Central Asia
5806,STP,Sao Tome and Principe,Rule of Law,Estimate,1998,-0.2,WDI,IDA,Sub-Saharan Africa
5825,SUR,Suriname,Rule of Law,Estimate,1998,0.02,WDI,IBRD,Latin America & Caribbean
5841,SVK,Slovak Republic,Rule of Law,Estimate,1998,0.22,WDI,..,Europe & Central Asia
5860,SVN,Slovenia,Rule of Law,Estimate,1998,1.26,WDI,..,Europe & Central Asia
5880,SWE,Sweden,Rule of Law,Estimate,1998,1.79,WDI,..,Europe & Central Asia
5896,SWZ,Swaziland,Rule of Law,Estimate,1998,-0.53,WDI,IBRD,Sub-Saharan Africa
5907,SYC,Seychelles,Rule of Law,Estimate,1998,0.35,WDI,IBRD,Sub-Saharan Africa
5920,SYR,Syrian Arab Republic,Rule of Law,Estimate,1998,-0.52,WDI,IDA,Middle East & North Africa
5935,TCD,Chad,Rule of Law,Estimate,1998,-1.19,WDI,IDA,Sub-Saharan Africa
5950,TGO,Togo,Rule of Law,Estimate,1998,-0.73,WDI,IDA,Sub-Saharan Africa
5969,THA,Thailand,Rule of Law,Estimate,1998,0.52,WDI,IBRD,East Asia & Pacific
5985,TJK,Tajikistan,Rule of Law,Estimate,1998,-1.54,WDI,IDA,Europe & Central Asia
5988,TKM,Turkmenistan,Rule of Law,Estimate,1998,-1.42,WDI,IBRD,Europe & Central Asia
5999,TLS,Timor-Leste,Rule of Law,Estimate,1998,-1.57,WDI,Blend,East Asia & Pacific
6013,TON,Tonga,Rule of Law,Estimate,1998,0.18,WDI,IDA,East Asia & Pacific
6032,TTO,Trinidad and Tobago,Rule of Law,Estimate,1998,0.56,WDI,IBRD,Latin America & Caribbean
6052,TUN,Tunisia,Rule of Law,Estimate,1998,-0.24,WDI,IBRD,Middle East & North Africa
6072,TUR,Turkey,Rule of Law,Estimate,1998,-0.06,WDI,IBRD,Europe & Central Asia
6075,TUV,Tuvalu,Rule of Law,Estimate,1998,0.91,WDI,IDA,East Asia & Pacific
6093,TZA,Tanzania,Rule of Law,Estimate,1998,-0.21,WDI,IDA,Sub-Saharan Africa
6113,UGA,Uganda,Rule of Law,Estimate,1998,-0.53,WDI,IDA,Sub-Saharan Africa
6133,UKR,Ukraine,Rule of Law,Estimate,1998,-1,WDI,IBRD,Europe & Central Asia
6153,URY,Uruguay,Rule of Law,Estimate,1998,0.66,WDI,IBRD,Latin America & Caribbean
6168,USA,United States,Rule of Law,Estimate,1998,1.61,WDI,..,North America
6188,UZB,Uzbekistan,Rule of Law,Estimate,1998,-1.28,WDI,Blend,Europe & Central Asia
6208,VCT,St. Vincent and the Grenadines,Rule of Law,Estimate,1998,0.42,WDI,Blend,Latin America & Caribbean
6228,VEN,"Venezuela, RB",Rule of Law,Estimate,1998,-0.68,WDI,IBRD,Latin America & Caribbean
6249,VNM,Vietnam,Rule of Law,Estimate,1998,-0.45,WDI,IBRD,East Asia & Pacific
6265,VUT,Vanuatu,Rule of Law,Estimate,1998,0.01,WDI,IDA,East Asia & Pacific
6280,WSM,Samoa,Rule of Law,Estimate,1998,0.67,WDI,IDA,East Asia & Pacific
6295,YEM,"Yemen, Rep.",Rule of Law,Estimate,1998,-1.32,WDI,IDA,Middle East & North Africa
6314,ZAF,South Africa,Rule of Law,Estimate,1998,0.27,WDI,IBRD,Sub-Saharan Africa
6334,ZMB,Zambia,Rule of Law,Estimate,1998,-0.37,WDI,IDA,Sub-Saharan Africa
6354,ZWE,Zimbabwe,Rule of Law,Estimate,1998,-0.66,WDI,Blend,Sub-Saharan Africa
6375,AFG,Afghanistan,Rule of Law,Estimate,2000,-1.78,WDI,IDA,South Asia
6391,AGO,Angola,Rule of Law,Estimate,2000,-1.66,WDI,IBRD,Sub-Saharan Africa
6410,ALB,Albania,Rule of Law,Estimate,2000,-1.01,WDI,IBRD,Europe & Central Asia
6413,AND,Andorra,Rule of Law,Estimate,2000,1.31,WDI,..,Europe & Central Asia
6427,ARE,United Arab Emirates,Rule of Law,Estimate,2000,0.68,WDI,..,Middle East & North Africa
6447,ARG,Argentina,Rule of Law,Estimate,2000,-0.15,WDI,IBRD,Latin America & Caribbean
6463,ARM,Armenia,Rule of Law,Estimate,2000,-0.48,WDI,IBRD,Europe & Central Asia
6482,ATG,Antigua and Barbuda,Rule of Law,Estimate,2000,1.06,WDI,IBRD,Latin America & Caribbean
6498,AUS,Australia,Rule of Law,Estimate,2000,1.75,WDI,..,East Asia & Pacific
6514,AUT,Austria,Rule of Law,Estimate,2000,1.84,WDI,..,Europe & Central Asia
6530,AZE,Azerbaijan,Rule of Law,Estimate,2000,-1.15,WDI,IBRD,Europe & Central Asia
6545,BDI,Burundi,Rule of Law,Estimate,2000,-1.35,WDI,IDA,Sub-Saharan Africa
6560,BEL,Belgium,Rule of Law,Estimate,2000,1.34,WDI,..,Europe & Central Asia
6576,BEN,Benin,Rule of Law,Estimate,2000,-0.16,WDI,IDA,Sub-Saharan Africa
6595,BFA,Burkina Faso,Rule of Law,Estimate,2000,-0.62,WDI,IDA,Sub-Saharan Africa
6614,BGD,Bangladesh,Rule of Law,Estimate,2000,-0.91,WDI,IDA,South Asia
6634,BGR,Bulgaria,Rule of Law,Estimate,2000,-0.12,WDI,IBRD,Europe & Central Asia
6646,BHR,Bahrain,Rule of Law,Estimate,2000,0.3,WDI,..,Middle East & North Africa
6665,BHS,"Bahamas, The",Rule of Law,Estimate,2000,1.32,WDI,..,Latin America & Caribbean
6685,BIH,Bosnia and Herzegovina,Rule of Law,Estimate,2000,-0.61,WDI,IBRD,Europe & Central Asia
6705,BLR,Belarus,Rule of Law,Estimate,2000,-1.13,WDI,IBRD,Europe & Central Asia
6725,BLZ,Belize,Rule of Law,Estimate,2000,0.13,WDI,IBRD,Latin America & Caribbean
6728,BMU,Bermuda,Rule of Law,Estimate,2000,1.26,WDI,..,North America
6746,BOL,Bolivia,Rule of Law,Estimate,2000,-0.39,WDI,IBRD,Latin America & Caribbean
6765,BRA,Brazil,Rule of Law,Estimate,2000,-0.21,WDI,IBRD,Latin America & Caribbean
6785,BRB,Barbados,Rule of Law,Estimate,2000,1.42,WDI,..,Latin America & Caribbean
6797,BRN,Brunei Darussalam,Rule of Law,Estimate,2000,0.54,WDI,..,East Asia & Pacific
6812,BTN,Bhutan,Rule of Law,Estimate,2000,0.13,WDI,IDA,South Asia
6831,BWA,Botswana,Rule of Law,Estimate,2000,0.59,WDI,IBRD,Sub-Saharan Africa
6847,CAF,Central African Republic,Rule of Law,Estimate,2000,-1.28,WDI,IDA,Sub-Saharan Africa
6862,CAN,Canada,Rule of Law,Estimate,2000,1.69,WDI,..,North America
6874,CHE,Switzerland,Rule of Law,Estimate,2000,1.98,WDI,..,Europe & Central Asia
6893,CHL,Chile,Rule of Law,Estimate,2000,1.32,WDI,IBRD,Latin America & Caribbean
6912,CHN,China,Rule of Law,Estimate,2000,-0.53,WDI,IBRD,East Asia & Pacific
6932,CIV,Cote d'Ivoire,Rule of Law,Estimate,2000,-1.18,WDI,IDA,Sub-Saharan Africa
6952,CMR,Cameroon,Rule of Law,Estimate,2000,-1.2,WDI,Blend,Sub-Saharan Africa
6967,COD,"Congo, Dem. Rep.",Rule of Law,Estimate,2000,-1.91,WDI,IDA,Sub-Saharan Africa
6982,COG,"Congo, Rep.",Rule of Law,Estimate,2000,-1.42,WDI,Blend,Sub-Saharan Africa
7001,COL,Colombia,Rule of Law,Estimate,2000,-0.89,WDI,IBRD,Latin America & Caribbean
7013,COM,Comoros,Rule of Law,Estimate,2000,-1.29,WDI,IDA,Sub-Saharan Africa
7028,CPV,Cabo Verde,Rule of Law,Estimate,2000,0.78,WDI,Blend,Sub-Saharan Africa
7047,CRI,Costa Rica,Rule of Law,Estimate,2000,0.63,WDI,IBRD,Latin America & Caribbean
7051,CUB,Cuba,Rule of Law,Estimate,2000,-1.04,WDI,..,Latin America & Caribbean
7052,CYM,Cayman Islands,Rule of Law,Estimate,2000,1.52,WDI,..,Latin America & Caribbean
7062,CYP,Cyprus,Rule of Law,Estimate,2000,1.04,WDI,..,Europe & Central Asia
7081,CZE,Czech Republic,Rule of Law,Estimate,2000,0.64,WDI,..,Europe & Central Asia
7097,DEU,Germany,Rule of Law,Estimate,2000,1.64,WDI,..,Europe & Central Asia
7113,DJI,Djibouti,Rule of Law,Estimate,2000,-0.89,WDI,IDA,Middle East & North Africa
7132,DMA,Dominica,Rule of Law,Estimate,2000,0.63,WDI,Blend,Latin America & Caribbean
7148,DNK,Denmark,Rule of Law,Estimate,2000,1.84,WDI,..,Europe & Central Asia
7168,DOM,Dominican Republic,Rule of Law,Estimate,2000,-0.61,WDI,IBRD,Latin America & Caribbean
7182,DZA,Algeria,Rule of Law,Estimate,2000,-1.21,WDI,IBRD,Middle East & North Africa
7201,ECU,Ecuador,Rule of Law,Estimate,2000,-0.64,WDI,IBRD,Latin America & Caribbean
7221,EGY,"Egypt, Arab Rep.",Rule of Law,Estimate,2000,-0.01,WDI,IBRD,Middle East & North Africa
7237,ERI,Eritrea,Rule of Law,Estimate,2000,-0.56,WDI,IDA,Sub-Saharan Africa
7252,ESP,Spain,Rule of Law,Estimate,2000,1.43,WDI,..,Europe & Central Asia
7272,EST,Estonia,Rule of Law,Estimate,2000,0.65,WDI,..,Europe & Central Asia
7292,ETH,Ethiopia,Rule of Law,Estimate,2000,-0.93,WDI,IDA,Sub-Saharan Africa
7308,FIN,Finland,Rule of Law,Estimate,2000,1.98,WDI,..,Europe & Central Asia
7324,FJI,Fiji,Rule of Law,Estimate,2000,-0.42,WDI,IBRD,East Asia & Pacific
7339,FRA,France,Rule of Law,Estimate,2000,1.46,WDI,..,Europe & Central Asia
7351,FSM,"Micronesia, Fed. Sts.",Rule of Law,Estimate,2000,0.05,WDI,IDA,East Asia & Pacific
7365,GAB,Gabon,Rule of Law,Estimate,2000,-0.21,WDI,IBRD,Sub-Saharan Africa
7380,GBR,United Kingdom,Rule of Law,Estimate,2000,1.7,WDI,..,Europe & Central Asia
7400,GEO,Georgia,Rule of Law,Estimate,2000,-0.93,WDI,IBRD,Europe & Central Asia
7420,GHA,Ghana,Rule of Law,Estimate,2000,0.15,WDI,IDA,Sub-Saharan Africa
7436,GIN,Guinea,Rule of Law,Estimate,2000,-1.39,WDI,IDA,Sub-Saharan Africa
7451,GMB,"Gambia, The",Rule of Law,Estimate,2000,-0.2,WDI,IDA,Sub-Saharan Africa
7466,GNB,Guinea-Bissau,Rule of Law,Estimate,2000,-1.32,WDI,IDA,Sub-Saharan Africa
7477,GNQ,Equatorial Guinea,Rule of Law,Estimate,2000,-1.42,WDI,IBRD,Sub-Saharan Africa
7492,GRC,Greece,Rule of Law,Estimate,2000,0.88,WDI,..,Europe & Central Asia
7511,GRD,Grenada,Rule of Law,Estimate,2000,0.43,WDI,Blend,Latin America & Caribbean
7532,GTM,Guatemala,Rule of Law,Estimate,2000,-0.88,WDI,IBRD,Latin America & Caribbean
7553,GUY,Guyana,Rule of Law,Estimate,2000,-0.47,WDI,IDA,Latin America & Caribbean
7566,HKG,"Hong Kong SAR, China",Rule of Law,Estimate,2000,0.82,WDI,..,East Asia & Pacific
7586,HND,Honduras,Rule of Law,Estimate,2000,-0.99,WDI,IDA,Latin America & Caribbean
7606,HRV,Croatia,Rule of Law,Estimate,2000,0.03,WDI,IBRD,Europe & Central Asia
7618,HTI,Haiti,Rule of Law,Estimate,2000,-1.46,WDI,IDA,Latin America & Caribbean
7637,HUN,Hungary,Rule of Law,Estimate,2000,0.91,WDI,..,Europe & Central Asia
7656,IDN,Indonesia,Rule of Law,Estimate,2000,-0.72,WDI,IBRD,East Asia & Pacific
7675,IND,India,Rule of Law,Estimate,2000,0.33,WDI,IBRD,South Asia
7687,IRL,Ireland,Rule of Law,Estimate,2000,1.57,WDI,..,Europe & Central Asia
7702,IRN,"Iran, Islamic Rep.",Rule of Law,Estimate,2000,-0.51,WDI,IBRD,Middle East & North Africa
7717,IRQ,Iraq,Rule of Law,Estimate,2000,-1.39,WDI,IBRD,Middle East & North Africa
7728,ISL,Iceland,Rule of Law,Estimate,2000,1.83,WDI,..,Europe & Central Asia
7743,ISR,Israel,Rule of Law,Estimate,2000,1.02,WDI,..,Middle East & North Africa
7758,ITA,Italy,Rule of Law,Estimate,2000,0.86,WDI,..,Europe & Central Asia
7778,JAM,Jamaica,Rule of Law,Estimate,2000,-0.4,WDI,IBRD,Latin America & Caribbean
7798,JOR,Jordan,Rule of Law,Estimate,2000,0.37,WDI,IBRD,Middle East & North Africa
7813,JPN,Japan,Rule of Law,Estimate,2000,1.32,WDI,..,East Asia & Pacific
7833,KAZ,Kazakhstan,Rule of Law,Estimate,2000,-1.11,WDI,IBRD,Europe & Central Asia
7853,KEN,Kenya,Rule of Law,Estimate,2000,-0.87,WDI,Blend,Sub-Saharan Africa
7873,KGZ,Kyrgyz Republic,Rule of Law,Estimate,2000,-0.87,WDI,IDA,Europe & Central Asia
7893,KHM,Cambodia,Rule of Law,Estimate,2000,-1.06,WDI,IDA,East Asia & Pacific
7905,KIR,Kiribati,Rule of Law,Estimate,2000,0.59,WDI,IDA,East Asia & Pacific
7923,KNA,St. Kitts and Nevis,Rule of Law,Estimate,2000,0.85,WDI,IBRD,Latin America & Caribbean
7939,KOR,"Korea, Rep.",Rule of Law,Estimate,2000,0.88,WDI,..,East Asia & Pacific
7955,XKX,Kosovo,Rule of Law,Estimate,2000,-0.01,WDI,IDA,Europe & Central Asia
7966,KWT,Kuwait,Rule of Law,Estimate,2000,0.57,WDI,..,Middle East & North Africa
7981,LAO,Lao PDR,Rule of Law,Estimate,2000,-0.99,WDI,IDA,East Asia & Pacific
8000,LBN,Lebanon,Rule of Law,Estimate,2000,-0.17,WDI,IBRD,Middle East & North Africa
8020,LBR,Liberia,Rule of Law,Estimate,2000,-2.01,WDI,IDA,Sub-Saharan Africa
8028,LBY,Libya,Rule of Law,Estimate,2000,-0.99,WDI,IBRD,Middle East & North Africa
8046,LCA,St. Lucia,Rule of Law,Estimate,2000,0.85,WDI,Blend,Latin America & Caribbean
8049,LIE,Liechtenstein,Rule of Law,Estimate,2000,1.53,WDI,..,Europe & Central Asia
8067,LKA,Sri Lanka,Rule of Law,Estimate,2000,0.15,WDI,IBRD,South Asia
8083,LSO,Lesotho,Rule of Law,Estimate,2000,0.14,WDI,IDA,Sub-Saharan Africa
8098,LTU,Lithuania,Rule of Law,Estimate,2000,0.29,WDI,..,Europe & Central Asia
8109,LUX,Luxembourg,Rule of Law,Estimate,2000,1.85,WDI,..,Europe & Central Asia
8124,LVA,Latvia,Rule of Law,Estimate,2000,0.2,WDI,..,Europe & Central Asia
8127,MAC,"Macao SAR, China",Rule of Law,Estimate,2000,0.21,WDI,..,East Asia & Pacific
8145,MAR,Morocco,Rule of Law,Estimate,2000,0.13,WDI,IBRD,Middle East & North Africa
8148,MCO,Monaco,Rule of Law,Estimate,2000,0.86,WDI,..,Europe & Central Asia
8166,MDA,Moldova,Rule of Law,Estimate,2000,-0.48,WDI,Blend,Europe & Central Asia
8186,MDG,Madagascar,Rule of Law,Estimate,2000,-0.24,WDI,IDA,Sub-Saharan Africa
8198,MDV,Maldives,Rule of Law,Estimate,2000,0.07,WDI,IDA,South Asia
8216,MEX,Mexico,Rule of Law,Estimate,2000,-0.38,WDI,IBRD,Latin America & Caribbean
8224,MHL,Marshall Islands,Rule of Law,Estimate,2000,0,WDI,IDA,East Asia & Pacific
8242,MKD,"Macedonia, FYR",Rule of Law,Estimate,2000,-0.57,WDI,IBRD,Europe & Central Asia
8258,MLI,Mali,Rule of Law,Estimate,2000,-0.35,WDI,IDA,Sub-Saharan Africa
8269,MLT,Malta,Rule of Law,Estimate,2000,1.39,WDI,..,Middle East & North Africa
8288,MMR,Myanmar,Rule of Law,Estimate,2000,-1.42,WDI,IDA,East Asia & Pacific
8304,MNE,Montenegro,Rule of Law,Estimate,2000,0.34,WDI,IBRD,Europe & Central Asia
8323,MNG,Mongolia,Rule of Law,Estimate,2000,-0.01,WDI,Blend,East Asia & Pacific
8339,MOZ,Mozambique,Rule of Law,Estimate,2000,-0.73,WDI,IDA,Sub-Saharan Africa
8354,MRT,Mauritania,Rule of Law,Estimate,2000,-0.42,WDI,IDA,Sub-Saharan Africa
8369,MUS,Mauritius,Rule of Law,Estimate,2000,0.98,WDI,IBRD,Sub-Saharan Africa
8388,MWI,Malawi,Rule of Law,Estimate,2000,-0.48,WDI,IDA,Sub-Saharan Africa
8408,MYS,Malaysia,Rule of Law,Estimate,2000,0.27,WDI,IBRD,East Asia & Pacific
8424,NAM,Namibia,Rule of Law,Estimate,2000,0.22,WDI,IBRD,Sub-Saharan Africa
8439,NER,Niger,Rule of Law,Estimate,2000,-0.72,WDI,IDA,Sub-Saharan Africa
8457,NGA,Nigeria,Rule of Law,Estimate,2000,-1.1,WDI,Blend,Sub-Saharan Africa
8477,NIC,Nicaragua,Rule of Law,Estimate,2000,-0.89,WDI,IDA,Latin America & Caribbean
8493,NLD,Netherlands,Rule of Law,Estimate,2000,1.77,WDI,..,Europe & Central Asia
8509,NOR,Norway,Rule of Law,Estimate,2000,1.86,WDI,..,Europe & Central Asia
8529,NPL,Nepal,Rule of Law,Estimate,2000,-0.25,WDI,IDA,South Asia
8532,NRU,Nauru,Rule of Law,Estimate,2000,0.86,WDI,IBRD,East Asia & Pacific
8546,NZL,New Zealand,Rule of Law,Estimate,2000,1.83,WDI,..,East Asia & Pacific
8558,OMN,Oman,Rule of Law,Estimate,2000,0.56,WDI,..,Middle East & North Africa
8576,PAK,Pakistan,Rule of Law,Estimate,2000,-0.93,WDI,Blend,South Asia
8596,PAN,Panama,Rule of Law,Estimate,2000,-0.15,WDI,IBRD,Latin America & Caribbean
8616,PER,Peru,Rule of Law,Estimate,2000,-0.69,WDI,IBRD,Latin America & Caribbean
8636,PHL,Philippines,Rule of Law,Estimate,2000,-0.38,WDI,IBRD,East Asia & Pacific
8647,PLW,Palau,Rule of Law,Estimate,2000,0.86,WDI,IBRD,East Asia & Pacific
8662,PNG,Papua New Guinea,Rule of Law,Estimate,2000,-0.84,WDI,Blend,East Asia & Pacific
8681,POL,Poland,Rule of Law,Estimate,2000,0.71,WDI,IBRD,Europe & Central Asia
8692,PRI,Puerto Rico,Rule of Law,Estimate,2000,0.99,WDI,..,Latin America & Caribbean
8695,PRK,"Korea, Dem. People’s Rep.",Rule of Law,Estimate,2000,-1.06,WDI,..,East Asia & Pacific
8709,PRT,Portugal,Rule of Law,Estimate,2000,1.23,WDI,..,Europe & Central Asia
8725,PRY,Paraguay,Rule of Law,Estimate,2000,-1.01,WDI,IBRD,Latin America & Caribbean
8737,PSE,West Bank and Gaza,Rule of Law,Estimate,2000,-0.08,WDI,..,Middle East & North Africa
8748,QAT,Qatar,Rule of Law,Estimate,2000,0.51,WDI,..,Middle East & North Africa
